# Annual population denominators, 2012-2026 (million people).
# Estimated by geometric interpolation/extrapolation from local 2011 and 2024 anchors.
# Urban/rural counts hold Census-2011 shares fixed; they are not annual urbanization estimates.
state_code,year,population_mn,urban_population_mn,rural_population_mn,urban_pct_basis,rural_pct_basis,urban_share_year,method,source,quality
KL,2020,35.0437,16.7159,18.3279,47.7,52.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2021,35.2313,16.8053,18.426,47.7,52.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2022,35.4198,16.8953,18.5246,47.7,52.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2023,35.6094,16.9857,18.6237,47.7,52.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2024,35.8,17.0766,18.7234,47.7,52.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2025,35.9916,17.168,18.8236,47.7,52.3,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
KL,2026,36.1842,17.2599,18.9244,47.7,52.3,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2012,0.2722,0.0604,0.2118,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2013,0.2744,0.0609,0.2135,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2014,0.2766,0.0614,0.2152,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2015,0.2789,0.0619,0.217,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2016,0.2812,0.0624,0.2187,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2017,0.2835,0.0629,0.2205,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2018,0.2858,0.0634,0.2223,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2019,0.2881,0.064,0.2241,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2020,0.2904,0.0645,0.226,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2021,0.2928,0.065,0.2278,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2022,0.2952,0.0655,0.2296,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2023,0.2976,0.0661,0.2315,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2024,0.3,0.0666,0.2334,22.2,77.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2025,0.3024,0.0671,0.2353,22.2,77.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LA,2026,0.3049,0.0677,0.2372,22.2,77.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2012,0.0607,0.0474,0.0133,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2013,0.0614,0.048,0.0135,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2014,0.0622,0.0486,0.0136,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2015,0.0629,0.0491,0.0138,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2016,0.0637,0.0497,0.0139,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2017,0.0644,0.0503,0.0141,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2018,0.0652,0.0509,0.0143,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2019,0.066,0.0515,0.0144,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2020,0.0668,0.0521,0.0146,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2021,0.0676,0.0528,0.0148,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2022,0.0684,0.0534,0.015,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2023,0.0692,0.054,0.0151,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2024,0.07,0.0547,0.0153,78.1,21.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2025,0.0708,0.0553,0.0155,78.1,21.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
LD,2026,0.0717,0.056,0.0157,78.1,21.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2012,113.4195,51.2656,62.1539,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2013,114.4483,51.7307,62.7177,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2014,115.4865,52.1999,63.2866,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2015,116.534,52.6734,63.8606,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2016,117.5911,53.1512,64.4399,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2017,118.6577,53.6333,65.0244,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2018,119.734,54.1198,65.6142,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2019,120.8201,54.6107,66.2094,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2020,121.916,55.106,66.81,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2021,123.0219,55.6059,67.416,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2022,124.1378,56.1103,68.0275,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2023,125.2638,56.6192,68.6445,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2024,126.4,57.1328,69.2672,45.2,54.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2025,127.5465,57.651,69.8955,45.2,54.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MH,2026,128.7035,58.174,70.5295,45.2,54.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2012,3.029,0.6088,2.4202,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2013,3.0583,0.6147,2.4436,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2014,3.0879,0.6207,2.4672,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2015,3.1178,0.6267,2.4911,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2016,3.148,0.6327,2.5152,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2017,3.1784,0.6389,2.5395,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2018,3.2092,0.645,2.5641,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2019,3.2402,0.6513,2.5889,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2020,3.2715,0.6576,2.614,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2021,3.3032,0.6639,2.6393,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2022,3.3352,0.6704,2.6648,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2023,3.3674,0.6769,2.6906,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2024,3.4,0.6834,2.7166,20.1,79.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2025,3.4329,0.69,2.7429,20.1,79.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
ML,2026,3.4661,0.6967,2.7694,20.1,79.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2012,2.8917,0.9398,1.9519,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2013,2.9237,0.9502,1.9735,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2014,2.956,0.9607,1.9953,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2015,2.9887,0.9713,2.0174,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2016,3.0218,0.9821,2.0397,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2017,3.0553,0.993,2.0623,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2018,3.0891,1.004,2.0851,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2019,3.1233,1.0151,2.1082,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2020,3.1579,1.0263,2.1315,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2021,3.1928,1.0377,2.1551,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2022,3.2281,1.0491,2.179,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2023,3.2639,1.0608,2.2031,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2024,3.3,1.0725,2.2275,32.5,67.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2025,3.3365,1.0844,2.2522,32.5,67.5,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MN,2026,3.3735,1.0964,2.2771,32.5,67.5,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2012,73.6176,20.3184,53.2991,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2013,74.6494,20.6032,54.0462,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2014,75.6957,20.892,54.8037,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2015,76.7566,21.1848,55.5718,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2016,77.8325,21.4818,56.3507,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2017,78.9234,21.7828,57.1405,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2018,80.0295,22.0882,57.9414,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2019,81.1512,22.3977,58.7535,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2020,82.2887,22.7117,59.577,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2021,83.442,23.03,60.412,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2022,84.6115,23.3528,61.2588,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2023,85.7975,23.6801,62.1174,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2024,87.0,24.012,62.988,27.6,72.4,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2025,88.2194,24.3486,63.8708,27.6,72.4,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MP,2026,89.4559,24.6898,64.7661,27.6,72.4,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2012,1.1109,0.5788,0.5321,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2013,1.1218,0.5845,0.5374,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2014,1.1329,0.5903,0.5427,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2015,1.1441,0.5961,0.548,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2016,1.1554,0.602,0.5535,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2017,1.1669,0.6079,0.5589,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2018,1.1784,0.6139,0.5644,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2019,1.19,0.62,0.57,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2020,1.2018,0.6261,0.5757,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2021,1.2137,0.6323,0.5813,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2022,1.2257,0.6386,0.5871,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2023,1.2378,0.6449,0.5929,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2024,1.25,0.6513,0.5988,52.1,47.9,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2025,1.2624,0.6577,0.6047,52.1,47.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
MZ,2026,1.2748,0.6642,0.6106,52.1,47.9,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2012,1.9961,0.5769,1.4192,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2013,2.0124,0.5816,1.4308,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2014,2.0287,0.5863,1.4424,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2015,2.0452,0.5911,1.4542,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2016,2.0619,0.5959,1.466,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2017,2.0787,0.6007,1.4779,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2018,2.0956,0.6056,1.49,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2019,2.1126,0.6106,1.5021,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2020,2.1298,0.6155,1.5143,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2021,2.1472,0.6205,1.5266,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2022,2.1646,0.6256,1.539,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2023,2.1822,0.6307,1.5516,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2024,2.2,0.6358,1.5642,28.9,71.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2025,2.2179,0.641,1.5769,28.9,71.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
NL,2026,2.236,0.6462,1.5898,28.9,71.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2012,42.3719,7.0761,35.2958,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2013,42.7471,7.1388,35.6083,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2014,43.1256,7.202,35.9236,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2015,43.5075,7.2657,36.2417,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2016,43.8927,7.3301,36.5626,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2017,44.2813,7.395,36.8864,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2018,44.6734,7.4605,37.213,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2019,45.069,7.5265,37.5425,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2020,45.4681,7.5932,37.8749,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2021,45.8707,7.6604,38.2103,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2022,46.2768,7.7282,38.5486,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2023,46.6866,7.7967,38.8899,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2024,47.1,7.8657,39.2343,16.7,83.3,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2025,47.5171,7.9353,39.5817,16.7,83.3,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
OD,2026,47.9378,8.0056,39.9322,16.7,83.3,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2012,27.9409,10.4778,17.463,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2013,28.1838,10.5689,17.6149,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2014,28.4289,10.6608,17.7681,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2015,28.6761,10.7535,17.9226,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2016,28.9255,10.8471,18.0784,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2017,29.177,10.9414,18.2356,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2018,29.4307,11.0365,18.3942,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2019,29.6866,11.1325,18.5541,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2020,29.9448,11.2293,18.7155,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2021,30.2052,11.3269,18.8782,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2022,30.4678,11.4254,19.0424,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2023,30.7328,11.5248,19.208,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2024,31.0,11.625,19.375,37.5,62.5,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2025,31.2696,11.7261,19.5435,37.5,62.5,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PB,2026,31.5415,11.8281,19.7134,37.5,62.5,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2012,1.277,0.8722,0.4048,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2013,1.3045,0.891,0.4135,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2014,1.3327,0.9102,0.4225,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2015,1.3615,0.9299,0.4316,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2016,1.3909,0.95,0.4409,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2017,1.4209,0.9705,0.4504,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
