# Per-capita Net State Domestic Product at constant 2011-12 prices (INR).
# Source: RBI Handbook of Statistics on Indian States 2024-25, Table 20
# (published 11-Dec-2025; underlying data from MOSPI/NSO). FY = April-March.
state_code,fy,pc_nsdp_constant_2011_12_inr,source,quality
OD,2018-19,75421,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2019-20,76439,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2020-21,73325,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2021-22,85516,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2022-23,84213,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2023-24,89705,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
OD,2024-25,96224,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2011-12,85577,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2012-13,88915,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2013-14,93238,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2014-15,95807,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2015-16,100141,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2016-17,105848,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2017-18,110857,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2018-19,115592,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2019-20,118487,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2020-21,113025,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2021-22,118307,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2022-23,125197,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2023-24,130758,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PB,2024-25,136667,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2011-12,119649,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2012-13,119196,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2013-14,129127,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2014-15,117102,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2015-16,121000,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2016-17,126532,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2017-18,134934,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2018-19,155466,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2019-20,153411,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2020-21,136327,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2021-22,135684,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2022-23,135528,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2023-24,143470,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
PY,2024-25,154213,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2011-12,57192,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2012-13,58441,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2013-14,61053,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2014-15,64496,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2015-16,68565,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2016-17,71324,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2017-18,73529,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2018-19,73975,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2019-20,76840,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2020-21,73447,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2021-22,79490,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2022-23,84585,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2023-24,90414,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
RJ,2024-25,96638,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2011-12,158667,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2012-13,160553,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2013-14,168897,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2014-15,180675,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2015-16,195066,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2016-17,207355,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2017-18,232483,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2018-19,240743,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2019-20,248691,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2020-21,237212,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2021-22,255016,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2022-23,273145,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
SK,2023-24,292339,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2011-12,93112,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2012-13,97257,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2013-14,102191,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2014-15,107117,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2015-16,115875,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2016-17,123206,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2017-18,133029,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2018-19,141844,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2019-20,144845,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2020-21,143482,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2021-22,154269,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2022-23,163205,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2023-24,178496,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TN,2024-25,197747,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2011-12,47155,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2012-13,50501,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2013-14,54645,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2014-15,63992,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2015-16,61612,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2016-17,69860,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2017-18,75020,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2018-19,82313,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2019-20,83985,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2020-21,79123,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2021-22,85378,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2022-23,91373,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2023-24,98606,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TR,2024-25,106126,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2011-12,91121,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2012-13,92732,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2013-14,96039,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2014-15,101424,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2015-16,112267,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2016-17,121512,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2017-18,131503,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2018-19,146777,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2019-20,153286,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2020-21,140743,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2021-22,156455,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2022-23,167263,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2023-24,179105,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
TS,2024-25,192128,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2011-12,100314,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2012-13,106359,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2013-14,112900,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2014-15,118979,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2015-16,127249,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2016-17,138784,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2017-18,148011,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2018-19,150179,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2019-20,150820,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2020-21,127788,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2021-22,131794,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2022-23,141511,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2023-24,150931,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UK,2024-25,158819,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2011-12,32648,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2012-13,33596,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2013-14,34901,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2014-15,35537,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2015-16,38184,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2016-17,42180,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2017-18,42876,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2018-19,43454,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2019-20,44265,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2020-21,40959,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2021-22,45294,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2022-23,48014,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2023-24,51898,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
UP,2024-25,55990,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2011-12,51543,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2012-13,53157,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2013-14,53811,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2014-15,54520,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2015-16,57255,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2016-17,60618,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2017-18,64007,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2018-19,68195,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2019-20,69548,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2020-21,62852,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2021-22,70100,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2022-23,73793,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2023-24,77933,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
WB,2024-25,82781,"RBI Handbook of Statistics on Indian States 2024-25, Table 20",official
