# Per-capita Net State Domestic Product at current prices (INR).
# Source: RBI Handbook of Statistics on Indian States 2024-25, Table 19
# (published 11-Dec-2025; underlying data from MOSPI/NSO). FY = April-March.
state_code,fy,pc_nsdp_current_inr,source,quality
PB,2013-14,103831,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2014-15,108970,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2015-16,118858,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2016-17,128780,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2017-18,139835,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2018-19,149974,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2019-20,154385,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2020-21,150620,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2021-22,170276,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2022-23,185802,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2023-24,205374,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PB,2024-25,221197,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2011-12,119649,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2012-13,130548,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2013-14,148147,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2014-15,146921,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2015-16,172727,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2016-17,187356,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2017-18,198357,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2018-19,204140,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2019-20,217937,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2020-21,208862,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2021-22,231557,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2022-23,231231,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2023-24,252164,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
PY,2024-25,281478,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2011-12,57192,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2012-13,63658,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2013-14,69480,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2014-15,76429,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2015-16,83426,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2016-17,91924,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2017-18,98698,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2018-19,106604,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2019-20,115534,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2020-21,114925,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2021-22,134143,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2022-23,150020,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2023-24,166647,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
RJ,2024-25,185053,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2011-12,158667,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2012-13,174183,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2013-14,194624,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2014-15,214148,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2015-16,245987,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2016-17,280729,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2017-18,349163,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2018-19,375773,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2019-20,412627,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2020-21,415045,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2021-22,466518,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2022-23,520466,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
SK,2023-24,587743,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2011-12,93112,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2012-13,105340,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2013-14,116960,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2014-15,129494,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2015-16,142028,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2016-17,156595,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2017-18,175276,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2018-19,194373,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2019-20,206165,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2020-21,209628,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2021-22,242339,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2022-23,275272,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2023-24,313329,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TN,2024-25,361619,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2011-12,47155,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2012-13,52574,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2013-14,61815,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2014-15,69857,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2015-16,84267,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2016-17,91596,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2017-18,100444,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2018-19,113016,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2019-20,121456,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2020-21,118401,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2021-22,137032,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2022-23,153584,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2023-24,172299,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TR,2024-25,192842,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2011-12,91121,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2012-13,101007,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2013-14,112162,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2014-15,124104,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2015-16,140840,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2016-17,159395,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2017-18,179358,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2018-19,209848,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2019-20,231326,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2020-21,225734,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2021-22,269000,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2022-23,312046,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2023-24,347714,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
TS,2024-25,387623,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2011-12,100314,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2012-13,113654,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2013-14,126356,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2014-15,136099,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2015-16,147936,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2016-17,161752,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2017-18,180857,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2018-19,186207,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2019-20,190558,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2020-21,174526,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2021-22,194670,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2022-23,219850,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2023-24,246178,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UK,2024-25,274064,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2011-12,32648,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2012-13,36571,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2013-14,41137,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2014-15,43458,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2015-16,48725,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2016-17,54564,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2017-18,59595,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2018-19,64113,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2019-20,67639,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2020-21,63464,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2021-22,76063,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2022-23,84640,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2023-24,97364,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
UP,2024-25,108572,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2011-12,51543,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2012-13,58195,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2013-14,65932,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2014-15,68876,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2015-16,75992,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2016-17,82291,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2017-18,91401,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2018-19,103920,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2019-20,110316,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2020-21,105108,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2021-22,122883,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2022-23,137909,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2023-24,149515,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
WB,2024-25,163467,"RBI Handbook of Statistics on Indian States 2024-25, Table 19",official
